user_id,recommended_items
441860,2289895 265522 1513499 90273 2734883
442110,1624781 2512859 2156629 79531 657183
442799,1876513 1728166 1867675 1984327 1513499
442882,2778525 1244196 1386412 657183 2791339
442999,1728166 1717731 507069 2277810 1092821
443180,18872 1438082 749431 1830993 2778525
443508,1867675 1794685 734196 1876513 1239082
443645,2778525 1244196 1386412 657183 2791339
443860,1239082 1717731 1171271 1576126 668146
444521,265522 2198329 1244787 1119495 460717
444568,2770160 1074013 2476293 2106311 1056667
444827,1368635 1239082 2435845 2037855 1074013
445133,1624781 1835742 1325341 779190 2635038
445148,1443706 830073 1317915 2462072 415358
445161,1830993 951143 1576126 1368635 2037855
445782,47583 794156 2420135 1886939 650831
446521,1090310 668146 650831 984924 1047625
446608,1794685 1867675 931519 1239082 2435845
446858,2198329 554760 2635038 343377 1096406
447053,2660436 1069281 470426 1140869 2441881
447073,794156 952102 687732 546415 1984327
447084,2778525 1244196 1386412 657183 2791339
448127,2825431 291669 1835742 882543 2086041
448243,636889 1438082 546415 2770160 734196
448571,2476293 35677 788342 2128544 1754395
449760,2097556 2049946 984924 2156629 2712481
450306,1835742 2086041 291669 2825431 882543
450508,1695664 2698468 2313894 468120 687732
450769,374376 447985 2750191 35677 546415
451025,313851 984924 470426 1438082 2512859
451458,2778525 1244196 1386412 657183 2791339
451545,1876513 1519543 1867675 468120 687732
451603,1732848 1096406 2796479 768905 2512859
452358,2778525 1244196 1386412 657183 2791339
452551,2501356 1776330 1244787 72465 2466095
452813,2778525 1244196 1386412 657183 2791339
453278,2778525 1244196 1386412 657183 2791339
453553,35677 2198329 1830993 1119495 2512859
453774,43306 374376 1056667 687732 2205815
454866,1728166 2277810 1717731 1732848 1171271
454958,507069 291669 2156629 470426 536047
455092,1438082 313851 734196 984924 266412
455295,2049946 1513499 1287265 1368635 2593483
455330,952102 335428 507069 2593483 1776330
455654,1519543 2205815 90273 734196 931519
455713,2778525 1244196 1386412 657183 2791339
455924,1171271 265522 1317915 2750191 1717731
456563,2791339 1928254 2778525 1244196 1386412
456598,1732848 1096406 2024094 1886939 47583
456605,2778525 1244196 1386412 657183 2791339
456686,1438082 723096 1830993 1717731 1090310
456803,2501356 2289895 2734883 470426 1171271
456877,205039 47583 499178 1056667 1652258
456906,1056667 2778525 1244196 1386412 657183
456954,1477734 1368635 472040 79531 1386412
457437,625711 1636910 2289895 1443706 2734883
457730,1717731 2277810 951143 2037855 2512859
458068,1835742 2590469 1830993 2106311 2825431
458104,1728166 1717731 335428 47583 499178
458428,1732848 1171271 1096406 2086041 2796479
458938,579292 472040 1928254 47583 2024094
459427,1171271 2750191 2501356 1920047 1287265
459633,313851 2750191 1443706 2650926 1244787
459689,291669 636889 470426 734196 35677
459959,1732848 1096406 1652258 579292 2380306
460050,1090310 1717731 1239082 1953846 668146
460454,470426 1140869 2778525 1244196 1386412
461250,2156629 2778525 1244196 1386412 657183
461341,1096406 1090310 1652258 1244787 1732848
461763,952102 2778525 1244196 1386412 657183
461925,768905 313851 984924 1830993 1438082
462184,2778525 1244196 1386412 657183 2791339
462370,2356407 1624781 447985 2770160 1652258
462758,1074013 2750191 712901 2501356 2348573
462897,1244196 668146 1053542 2277810 2459081
463103,2734883 1636910 2289895 2650926 1695664
463438,18872 2380306 47583 723096 2198329
464475,882543 291669 2086041 1835742 2825431
464598,2778525 1244196 1386412 657183 2791339
465434,2750191 2501356 1086695 2650926 1830993
465544,650831 668146 266412 554760 72465
465739,472040 2198329 460717 2002097 2778525
466237,1835742 951143 2086041 1717731 1325341
466701,1330328 1867675 1876513 546415 335428
466946,984924 415358 2348573 554760 1074013
467204,1443706 830073 1317915 2462072 415358
467986,47583 2593483 343377 784737 1984327
468454,415358 952102 794156 1550605 1695664
468793,1443706 830073 1317915 2462072 415358
468935,788342 499178 1876513 1867675 931519
468986,779190 90273 1636910 1317915 1830993
469249,984924 1830993 2462072 313851 1867675
469314,2590469 2825431 1835742 2348573 343377
469401,2614865 579292 205039 668146 2489959
469697,2590469 1835742 2825431 882543 291669
470060,1732848 579292 1794685 1096406 1325341
470096,2778525 1244196 1386412 657183 2791339
470303,2778525 1244196 1386412 657183 2791339
470377,2750191 1317915 2650926 2380306 2501356
470999,952102 1886939 636889 1368635 47583
471037,2778525 1244196 1386412 657183 2791339
471147,2625619 2512859 499178 1171271 1443706
471433,2380306 723096 2466095 1368635 554760
471546,1171271 335428 636889 2778525 1244196
471676,2778525 1244196 1386412 657183 2791339
472468,291669 2825431 2590469 882543 2198329
472833,1325341 1244787 2489959 2198329 784737
473404,205039 1636910 823512 984924 1317915
473616,2734883 1695664 749431 343377 266412
473814,1886939 569889 1092821 2791339 2031981
474202,2441881 931519 1953846 79531 687732
475232,2313894 2489959 779190 72465 374376
475544,952102 47583 2037477 1886939 794156
475848,291669 2778525 1244196 1386412 657183
475899,2024094 47583 1886939 1368635 794156
476178,1728166 2205815 2277810 2660436 1876513
476239,16356 1636910 2734883 1920047 1119495
476416,2380306 507069 749431 1754395 2441881
476781,823512 2660436 2778525 2097556 1053542
476963,1244196 2778525 1244196 1386412 657183
477065,2778525 1244196 1386412 657183 2791339
477151,2778525 1244196 1386412 657183 2791339
477342,931519 823512 2635038 2420135 291669
477729,415358 1074013 2770160 2348573 2128544
477786,1550605 2356407 507069 2441881 554760
478083,2501356 1636910 1317915 2750191 734196
478527,2476293 1876513 1867675 2205815 536047
478979,1239082 1876513 2277810 1717731 499178
479186,2750191 2501356 1086695 447985 2348573
479246,2024094 734196 47583 2380306 1886939
480037,2356407 2778525 1244196 1386412 657183
480060,16356 90273 2750191 1171271 1317915
480118,18872 2770160 2031981 266412 1443706
480780,882543 90273 2750191 1171271 1317915
480982,2778525 1244196 1386412 657183 2791339
481263,1086695 1074013 1443706 2590469 546415
481569,436574 2356407 447985 1652258 1550605
482462,313851 1830993 2734883 1636910 2289895
482954,723096 472040 1928254 205039 2037477
484793,2205815 931519 1867675 1239082 1244787
484911,2778525 1244196 1386412 657183 2791339
485527,507069 2380306 2049946 437245 1754395
486385,2435845 2593483 2825431 1867675 2037477
486417,2049946 1830993 1438082 313851 2462072
486601,47583 1886939 460717 1140869 2024094
487499,47583 794156 972388 1086695 749431
487756,2205815 1728166 2462072 415358 1325341
487881,47583 2380306 723096 507069 1928254
488095,1171271 972388 2512859 1239082 650831
488234,625711 437245 536047 2778525 1244196
488594,1835742 470426 291669 830073 768905
488681,2778525 1244196 1386412 657183 2791339
489233,2441881 823512 2712481 1162250 784737
489301,723096 472040 569889 1928254 1886939
489624,291669 2825431 1835742 882543 2660436
489699,2778525 1244196 1386412 657183 2791339
489943,1477734 470426 1928254 79531 536047
490002,636889 2289895 1244787 1830993 2593483
490157,984924 1368635 1438082 313851 636889
490254,2037855 437245 472040 1920047 2413494
490345,1728166 2277810 1732848 636889 2037855
490601,2778525 1244196 1386412 657183 2791339
490740,2476293 43306 1867675 536047 1876513
490975,723096 2277810 460717 1140869 1368635
490977,768905 1244787 2466095 2712481 2002097
491211,2778525 1244196 1386412 657183 2791339
491429,2205815 2277810 2825431 1928254 1092821
491623,2590469 569889 2031981 2106311 205039
492223,266412 468120 650831 1438082 1835742
493745,1239082 1090310 468120 1171271 1876513
494012,2778525 1244196 1386412 657183 2791339
494059,972388 2796479 1886939 1732848 1171271
494701,335428 1876513 507069 2277810 470426
494920,1239082 1717731 2413494 2002097 460717
495244,2778525 1244196 1386412 657183 2791339
495553,2183288 1140869 2037477 2198329 1092821
495655,1636910 2183288 205039 768905 2501356
495732,2778525 1244196 1386412 657183 2791339
495880,2590469 2825431 2348573 1835742 291669
496778,636889 2512859 569889 1096406 47583
496959,447985 2441881 1794685 687732 734196
497597,1732848 579292 72465 2031981 266412
498625,1519543 1835742 2635038 374376 546415
498751,794156 723096 472040 1368635 1928254
498974,1550605 546415 788342 1652258 2501356
500603,1519543 2650926 2635038 2037477 1317915
500886,1096406 1732848 2441881 1438082 1477734
501987,2435845 1092821 1695664 35677 2660436
502258,1287265 2031981 1679143 2705759 625711
502833,2205815 1754395 1171271 2501356 1086695
502841,749431 2049946 90273 1920047 2650926
502910,1876513 687732 335428 1867675 1794685
502953,2778525 1244196 1386412 657183 2791339
503036,2750191 1086695 499178 650831 2106311
503050,2778525 1244196 1386412 657183 2791339
504243,2778525 1244196 1386412 657183 2791339
504416,374376 1519543 546415 1119495 882543
504607,723096 1928254 1325341 460717 1244787
504636,1096406 579292 1732848 1239082 2635038
505297,2778525 1244196 1386412 657183 2791339
505894,1550605 265522 2698468 35677 1086695
506369,1244787 2198329 768905 687732 1776330
506558,972388 794156 1140869 79531 278589
506633,1886939 794156 2183288 278589 1140869
506861,437245 830073 723096 1119495 931519
507324,2198329 1244787 1119495 2156629 437245
507360,2128544 1165605 882543 2590469 2086041
507582,1438082 1477734 1244196 2778525 1244196
507756,43306 2825431 291669 1876513 35677
507916,43306 1519543 554760 2660436 2277810
508153,447985 436574 2097556 2356407 2590469
508605,569889 266412 1096406 72465 1732848
508712,1239082 951143 2037855 734196 1754395
508901,2778525 1244196 1386412 657183 2791339
508911,2778525 1244196 1386412 657183 2791339
509003,47583 2024094 951143 2660436 2380306
509301,1830993 1835742 2128544 2037855 2086041
509555,2356407 436574 1624781 823512 1519543
509763,1550605 313851 768905 2712481 2698468
511666,1886939 794156 1086695 460717 823512
512205,2778525 1244196 1386412 657183 2791339
512425,2183288 2501356 2512859 952102 35677
512506,569889 1047625 2420135 2466095 205039
512648,2750191 1317915 2501356 1086695 2650926
513062,2037855 931519 823512 2635038 2420135
513192,2796479 2106311 1830993 2750191 554760
513296,2778525 1244196 1386412 657183 2791339
513705,499178 1386412 2778525 1244196 1386412
514057,1732848 1728166 2097556 1171271 2277810
514360,436574 16356 794156 2380306 1624781
514959,2778525 1244196 1386412 657183 2791339
514961,1576126 1920047 2289895 749431 2734883
515742,2037477 882543 2778525 1244196 1386412
515776,2778525 1244196 1386412 657183 2791339
516118,2435845 1867675 1056667 2128544 1679143
516541,335428 1876513 1239082 265522 1171271
516808,1438082 668146 2097556 1244787 1830993
516893,1171271 2459081 468120 972388 1239082
517745,882543 1835742 1325341 47583 794156
517951,2778525 1244196 1386412 657183 2791339
518335,2660436 2277810 2380306 2635038 1830993
518387,2476293 2356407 35677 1717731 788342
518617,43306 1876513 2462072 1867675 2205815
518880,415358 2750191 2501356 2348573 2590469
518996,278589 2778525 1244196 1386412 657183
519617,2660436 1732848 468120 668146 2420135
519977,2156629 2778525 1244196 1386412 657183
520020,1835742 2825431 1830993 2590469 882543
520365,1477734 2037477 35677 16356 1092821
520547,2512859 35677 47583 470426 1140869
520918,2750191 2501356 823512 2512859 2712481
520966,35677 1330328 1794685 1867675 1876513
521222,335428 2705759 43306 1140869 2625619
521630,2380306 16356 507069 546415 2024094
521835,1835742 2825431 291669 2413494 18872
521928,507069 16356 1830993 1876513 1287265
522046,2086041 1835742 291669 882543 2770160
522094,2441881 723096 2198329 278589 2778525
522351,1652258 2106311 554760 2420135 2313894
522606,2501356 2650926 1920047 1443706 1171271
522822,1636910 1244787 1119495 2734883 2698468
523123,931519 768905 636889 2049946 1830993
523597,2778525 1244196 1386412 657183 2791339
524472,2183288 2380306 460717 2590469 1330328
524537,749431 788342 437245 90273 472040
524938,2778525 1244196 1386412 657183 2791339
525294,636889 2825431 291669 1368635 2348573
525591,1086695 2770160 2750191 415358 2348573
526825,2097556 1624781 1090310 35677 1732848
527362,1876513 1330328 1794685 507069 2277810
527891,2778525 1244196 1386412 657183 2791339
528462,205039 1317915 2037855 1165605 1776330
528741,2825431 2590469 2049946 2660436 668146
528859,2037477 2501356 1086695 2750191 749431
529766,2825431 291669 2590469 507069 335428
530095,1513499 951143 507069 2277810 1928254
530276,35677 47583 278589 2512859 2106311
530297,1835742 2086041 291669 1920047 35677
530546,984924 1624781 2031981 2049946 2501356
530691,1867675 1835742 2435845 499178 1325341
531422,2778525 1244196 1386412 657183 2791339
531675,2778525 1244196 1386412 657183 2791339
531842,2778525 1244196 1386412 657183 2791339
532193,2512859 931519 984924 1438082 1368635
532310,2778525 1244196 1386412 657183 2791339
532789,788342 2825431 1047625 625711 2593483
533628,1867675 830073 470426 1325341 1368635
533775,35677 2380306 1330328 335428 16356
533957,788342 1171271 951143 1576126 79531
533988,35677 2660436 43306 2705759 1317915
534205,931519 823512 2635038 2420135 291669
534298,1695664 16356 768905 1513499 625711
534712,554760 2313894 1140869 1443706 1047625
534910,931519 823512 2635038 2420135 291669
535022,1239082 2459081 650831 1171271 668146
535062,472040 723096 1162250 1477734 1953846
535242,2289895 72465 1652258 668146 2420135
535325,2778525 1244196 1386412 657183 2791339
535452,2501356 749431 2650926 2750191 1317915
535958,2778525 1244196 1386412 657183 2791339
536379,2778525 1244196 1386412 657183 2791339
536556,2441881 1636910 1053542 931519 1438082
536855,625711 2289895 650831 265522 90273
537284,1876513 43306 335428 1867675 687732
537420,1519543 1695664 625711 1776330 768905
537633,2037477 499178 2512859 768905 1695664
538430,749431 788342 335428 2778525 1244196
539090,291669 2825431 1876513 1794685 2086041
539165,931519 734196 2825431 1074013 1056667
540178,931519 823512 2635038 2420135 291669
540840,2778525 1244196 1386412 657183 2791339
540872,1728166 1867675 43306 415358 1086695
541100,1624781 2097556 1325341 1119495 2198329
541706,2778525 1244196 1386412 657183 2791339
541771,447985 2660436 2002097 2277810 734196
541883,2778525 1244196 1386412 657183 2791339
542234,2712481 1695664 2734883 1636910 2698468
542547,2441881 1386412 2778525 1244196 1386412
542592,2660436 2156629 16356 1876513 687732
542771,2435845 1239082 288342 265522 972388
543084,1090310 650831 2459081 668146 1679143
543224,278589 2778525 1244196 1386412 657183
543798,18872 931519 1835742 788342 291669
543910,779190 2825431 90273 1119495 2635038
544131,1119495 2593483 657183 2778525 1244196
544730,2205815 952102 2420135 1953846 723096
544744,2705759 768905 2435845 1867675 335428
544810,952102 1886939 794156 2734883 579292
544963,1835742 2348573 415358 1519543 2435845
545078,1867675 1550605 90273 1876513 2635038
545183,2593483 507069 1754395 278589 2778525
545308,1325341 1624781 2097556 265522 2413494
545315,47583 794156 650831 2420135 437245
545436,2049946 984924 546415 768905 35677
546108,1732848 1140869 278589 2778525 1244196
546889,2097556 437245 1624781 291669 1053542
547115,2778525 1244196 1386412 657183 2791339
547518,1624781 1438082 2097556 768905 2277810
547650,1162250 343377 1244787 72465 2198329
547890,72465 734196 2106311 536047 2778525
548288,1576126 1953846 668146 2380306 2512859
549196,2778525 1244196 1386412 657183 2791339
549378,931519 823512 2635038 2420135 291669
549893,2778525 1244196 1386412 657183 2791339
549929,18872 1867675 788342 415358 499178
550045,2462072 931519 1652258 2770160 1368635
550211,2778525 1244196 1386412 657183 2791339
550317,2380306 768905 16356 1754395 734196
550432,2289895 265522 625711 2097556 470426
550912,1695664 2031981 1636910 16356 1119495
551058,650831 668146 1047625 437245 1754395
551081,569889 460717 1287265 2037477 1477734
551553,2778525 1244196 1386412 657183 2791339
551558,2590469 2348573 291669 2086041 1679143
551685,2024094 47583 1886939 569889 266412
551817,507069 2024094 952102 1886939 47583
552117,1443706 830073 1317915 2462072 415358
552518,1835742 291669 2086041 768905 569889
552977,47583 266412 1886939 569889 460717
554066,2778525 1244196 1386412 657183 2791339
554293,1513499 447985 1830993 2024094 1119495
554342,1794685 470426 415358 43306 1867675
554558,2778525 1244196 1386412 657183 2791339
554802,2037477 1477734 2097556 546415 278589
554900,636889 952102 1239082 2205815 2049946
554985,472040 1477734 1368635 1928254 2778525
555497,1794685 1835742 687732 35677 723096
556227,2441881 2183288 2156629 2313894 1069281
556531,2128544 2705759 2625619 1287265 1443706
556768,2778525 1244196 1386412 657183 2791339
557075,554760 2489959 2660436 657183 1636910
557309,1835742 2086041 2459081 650831 291669
558390,1239082 1550605 2705759 788342 882543
558568,668146 468120 650831 2459081 1090310
558952,16356 313851 2380306 2413494 2002097
558995,2778525 1244196 1386412 657183 2791339
559275,2024094 1047625 1140869 2660436 2625619
559879,1636910 1171271 2750191 2441881 415358
560206,436574 278589 2625619 2512859 1092821
560934,1732848 2778525 1244196 1386412 657183
561107,205039 1119495 546415 1652258 499178
561165,16356 1876513 1867675 43306 687732
561251,1636910 952102 499178 1317915 2183288
561280,1368635 313851 2462072 931519 2778525
562414,47583 794156 2024094 291669 266412
562774,830073 35677 554760 2198329 278589
562963,2778525 1244196 1386412 657183 2791339
563169,931519 823512 2635038 2420135 291669
563288,1086695 650831 90273 1443706 1162250
563632,830073 278589 536047 1092821 2778525
563930,768905 90273 1695664 2635038 749431
563973,2313894 79531 2791339 1244196 2778525
564027,1287265 2466095 554760 374376 2031981
564066,1438082 2770160 415358 2712481 499178
564868,2796479 2420135 2459081 1679143 468120
564872,1830993 1119495 1047625 1092821 343377
565026,2750191 1513499 2049946 2501356 2635038
565027,1513499 1519543 2459081 1047625 2420135
565264,2024094 1886939 794156 47583 723096
565367,1835742 1519543 1368635 1438082 1624781
565609,2778525 1244196 1386412 657183 2791339
565776,2024094 1886939 47583 952102 460717
565967,1090310 1171271 2825431 2750191 2501356
565985,2734883 554760 2031981 2466095 374376
566830,951143 1920047 2796479 1140869 1092821
567063,1140869 2778525 1244196 1386412 657183
567503,1074013 1086695 415358 2750191 2348573
567913,650831 1090310 468120 16356 2420135
568079,447985 536047 2778525 1244196 1386412
568114,1513499 2049946 2198329 1519543 749431
568221,47583 1477734 1140869 2183288 265522
568687,1513499 16356 2501356 1754395 1695664
568975,1317915 2750191 2650926 1074013 2501356
569155,1835742 2825431 2086041 2590469 2778525
569737,2476293 265522 984924 794156 1728166
569812,1287265 2031981 1636910 569889 650831
569844,2778525 1244196 1386412 657183 2791339
569966,470426 823512 1438082 2097556 1717731
569995,2590469 2825431 291669 2049946 2348573
570248,2501356 2512859 1287265 1171271 460717
571703,2049946 1325341 1244787 2734883 2289895
572101,1074013 415358 788342 1086695 2750191
572248,2778525 1244196 1386412 657183 2791339
572354,2037477 1652258 2156629 723096 35677
572568,2778525 1244196 1386412 657183 2791339
572790,2466095 2031981 2712481 625711 749431
572801,1732848 1886939 2097556 35677 266412
572820,1732848 1096406 794156 1047625 1920047
572924,1876513 1867675 687732 1330328 43306
573272,1438082 2049946 1830993 636889 1368635
573483,569889 90273 734196 437245 784737
573757,2778525 1244196 1386412 657183 2791339
573759,436574 2778525 1244196 1386412 657183
574289,1550605 951143 636889 1239082 768905
574484,1090310 2459081 2420135 1047625 668146
574485,2037477 470426 1287265 2512859 2435845
574693,2778525 1244196 1386412 657183 2791339
574948,579292 1438082 1732848 1096406 2198329
575020,830073 1386412 2778525 1244196 1386412
575269,35677 2593483 1876513 788342 1624781
575337,415358 952102 1519543 779190 2635038
575387,1636910 668146 625711 1047625 499178
575456,16356 1830993 1695664 1119495 1776330
576097,687732 2635038 768905 749431 1695664
576155,823512 794156 1830993 1732848 1053542
576172,636889 343377 1162250 882543 16356
576221,2778525 1244196 1386412 657183 2791339
576373,749431 2734883 2712481 2635038 2698468
577513,1652258 1244787 2734883 2198329 343377
578789,1886939 1920047 460717 1140869 2791339
578971,788342 2476293 436574 2734883 1325341
580061,1695664 768905 2705759 2128544 2380306
580567,1728166 1830993 1513499 1652258 72465
580855,1624781 2356407 2380306 447985 972388
581569,1443706 830073 1317915 2462072 415358
581729,436574 1624781 636889 1438082 2156629
581823,536047 1443706 830073 1317915 2462072
582004,2778525 1244196 1386412 657183 2791339
582286,1624781 436574 2462072 1438082 2356407
582656,1550605 768905 952102 2435845 2049946
582769,2435845 1867675 43306 2705759 1477734
583177,1287265 1636910 2466095 1165605 1171271
583683,650831 468120 2459081 2420135 2198329
583720,2660436 823512 1053542 1794685 1477734
583856,2441881 579292 470426 18872 1732848
583966,47583 278589 460717 823512 1140869
585367,1732848 2489959 830073 2024094 1652258
585839,2590469 2712481 734196 2778525 1244196
586226,436574 2778525 1244196 1386412 657183
586279,1624781 2750191 2097556 447985 546415
586515,1830993 1438082 636889 1325341 1171271
586665,507069 47583 2183288 2313894 2778525
586793,2435845 788342 546415 1867675 1717731
586837,2348573 1056667 1728166 2002097 507069
587000,266412 1119495 2156629 749431 1835742
587039,265522 2289895 2097556 1325341 1830993
587599,2825431 1876513 1886939 2750191 291669
588006,2778525 1244196 1386412 657183 2791339
588111,882543 1317915 1325341 2650926 1244787
588353,1074013 2750191 2770160 2348573 1086695
588618,2778525 1244196 1386412 657183 2791339
588832,1086695 2002097 2778525 1244196 1386412
588927,1086695 1519543 779190 2420135 1096406
589046,1728166 507069 794156 2660436 1695664
589162,1096406 472040 1732848 2614865 636889
589499,2420135 1047625 1368635 2459081 1679143
589604,2037477 723096 1140869 2097556 1928254
590311,2778525 1244196 1386412 657183 2791339
590418,2593483 2778525 1244196 1386412 657183
590606,2778525 1244196 1386412 657183 2791339
591219,749431 2420135 1047625 1090310 554760
591372,1867675 43306 2205815 415358 1056667
591605,436574 1438082 35677 2770160 470426
592254,2380306 1695664 2778525 1244196 1386412
592365,768905 952102 2650926 2183288 1092821
592493,2501356 1287265 1171271 972388 687732
593201,1732848 1171271 1096406 2086041 2796479
593393,2037477 2778525 1244196 1386412 657183
593478,2441881 1550605 43306 507069 1717731
593503,2778525 1244196 1386412 657183 2791339
594300,2778525 1244196 1386412 657183 2791339
594365,2289895 1920047 2156629 265522 2097556
594752,2778525 1244196 1386412 657183 2791339
594974,1330328 374376 35677 335428 2380306
595057,2778525 1244196 1386412 657183 2791339
595116,1477734 1368635 472040 2635038 2413494
595781,2778525 1244196 1386412 657183 2791339
596011,507069 636889 2380306 1920047 1830993
596056,35677 2198329 1830993 437245 1119495
596362,1047625 1886939 2024094 794156 47583
596638,636889 2049946 313851 1438082 1717731
596785,1876513 1794685 546415 1330328 335428
597121,2778525 1244196 1386412 657183 2791339
597200,2778525 1244196 1386412 657183 2791339
597875,1244787 2489959 1652258 1086695 2156629
598064,2420135 1636910 2734883 650831 569889
598811,636889 313851 1368635 2462072 1317915
598856,1438082 2356407 18872 794156 2289895
599021,2037477 2778525 1244196 1386412 657183
599461,1443706 830073 1317915 2462072 415358
599587,43306 1732848 35677 1325341 16356
599698,1717731 2198329 734196 2593483 1984327
599764,2049946 2198329 2825431 1287265 569889
599782,1624781 1477734 2356407 436574 2097556
599960,265522 1325341 2501356 2660436 499178
600014,18872 499178 47583 1056667 2128544
600882,931519 823512 2635038 2420135 291669
600938,2778525 1244196 1386412 657183 2791339
601272,1074013 2750191 415358 2348573 2625619
601372,291669 2825431 2590469 1835742 2086041
601603,2277810 1754395 1317915 625711 1928254
601666,2024094 1287265 794156 2183288 1717731
602319,43306 1330328 499178 415358 2625619
602706,1886939 723096 2198329 1162250 2593483
602933,952102 794156 2183288 2024094 1732848
603001,984924 313851 2049946 931519 2512859
603199,313851 2049946 1368635 984924 2512859
603209,1876513 16356 1119495 2002097 2778525
603225,18872 2198329 784737 2778525 1244196
603239,1728166 2086041 2156629 1835742 668146
603302,2024094 794156 47583 1886939 1140869
603420,794156 265522 1886939 2037477 1477734
603974,1928254 2778525 1244196 1386412 657183
604023,2462072 2002097 1443706 830073 1317915
604035,1624781 436574 823512 1550605 472040
604607,278589 1477734 1140869 723096 472040
605129,1732848 1171271 1096406 1830993 2086041
605226,1867675 2435845 687732 1728166 374376
605420,1287265 1443706 687732 779190 374376
605439,984924 1438082 2489959 313851 794156
605777,2435845 1886939 951143 636889 2198329
606119,2476293 1438082 1867675 984924 415358
606385,2198329 2825431 1386412 468120 278589
606609,2698468 1056667 1244787 343377 1162250
606644,2778525 1244196 1386412 657183 2791339
606738,472040 794156 1886939 1732848 1096406
606934,1679143 2698468 1636910 2734883 313851
607467,931519 823512 2635038 2420135 291669
607992,2501356 749431 2198329 1119495 2635038
608262,1876513 1239082 1867675 636889 43306
608527,47583 650831 1096406 1636910 2024094
608541,1140869 79531 1092821 2778525 1244196
608813,2796479 278589 2778525 1244196 1386412
608861,1239082 2049946 2413494 343377 2778525
609025,2289895 1732848 1171271 794156 470426
609558,1876513 1754395 1244787 2501356 437245
609659,2489959 2778525 1244196 1386412 657183
610346,2049946 1438082 313851 415358 1830993
610609,2778525 1244196 1386412 657183 2791339
611257,951143 1519543 1119495 470426 437245
611279,35677 335428 470426 1876513 687732
611900,788342 499178 1086695 1239082 2770160
611908,1438082 1477734 1368635 636889 931519
612282,2778525 1244196 1386412 657183 2791339
612457,2024094 265522 1325341 951143 2198329
612605,1330328 1074013 2380306 546415 1794685
612777,1624781 1171271 436574 972388 1086695
612881,2420135 2289895 90273 1776330 546415
612890,1443706 830073 1317915 2462072 415358
612983,2734883 2712481 1695664 1165605 1920047
613204,1477734 1092821 278589 579292 546415
613430,1438082 1477734 2356407 1624781 436574
613477,2712481 1239082 1717731 768905 1165605
614474,2356407 436574 1876513 1624781 1794685
614494,291669 882543 2825431 1835742 2590469
615225,1953846 2313894 734196 2459081 468120
615354,2778525 1244196 1386412 657183 2791339
615396,507069 2441881 35677 1794685 1550605
615456,35677 1239082 1325341 2086041 2466095
615471,1090310 2650926 447985 2750191 2501356
615930,90273 779190 2635038 2750191 374376
616027,2778525 1244196 1386412 657183 2791339
616272,636889 2778525 1244196 1386412 657183
616445,2778525 1244196 1386412 657183 2791339
617294,2037855 460717 1239082 2413494 2593483
617673,2778525 1244196 1386412 657183 2791339
619045,2049946 313851 768905 734196 2198329
619072,2356407 1794685 335428 882543 1717731
619445,2380306 90273 2198329 1519543 16356
619844,2734883 984924 35677 1652258 1477734
620678,2128544 625711 749431 2698468 1754395
620852,2778525 1244196 1386412 657183 2791339
621115,2356407 2198329 1776330 1835742 779190
621393,1513499 1830993 1368635 2049946 1287265
621541,1287265 374376 554760 2031981 734196
621574,650831 2459081 1090310 468120 1047625
622076,265522 2289895 2097556 1830993 546415
622156,952102 278589 1886939 2625619 2778525
622176,2778525 1244196 1386412 657183 2791339
622451,2734883 1830993 1119495 2650926 2501356
622479,788342 1239082 2198329 1717731 2277810
622970,72465 1835742 972388 1867675 374376
623334,35677 2501356 16356 579292 1754395
623569,436574 2356407 2770160 1477734 1624781
623936,1074013 1086695 2770160 788342 415358
624149,2489959 278589 2778525 1244196 1386412
624206,35677 437245 579292 205039 951143
624531,2778525 1244196 1386412 657183 2791339
624725,2156629 1317915 437245 749431 1325341
624804,2698468 313851 205039 278589 2635038
625720,1717731 2778525 1244196 1386412 657183
626603,2734883 72465 2024094 1165605 2289895
627103,1239082 546415 1794685 788342 687732
627112,2049946 1438082 1830993 2712481 2198329
627287,16356 723096 472040 1624781 2380306
627298,1477734 2037477 546415 2097556 749431
627932,2501356 2031981 374376 1867675 1171271
628443,472040 1876513 35677 1886939 2593483
629778,1835742 830073 16356 882543 2466095
630033,2825431 1550605 2512859 1330328 1119495
630836,1624781 1732848 2413494 1096406 1244787
631115,1171271 2650926 2750191 2501356 415358
631671,437245 460717 2778525 1244196 1386412
631708,265522 437245 830073 734196 2778525
632200,2348573 2512859 1140869 2712481 79531
632284,2413494 1717731 2660436 1092821 823512
632803,1624781 2086041 2435845 1776330 2128544
632829,931519 1576126 2156629 2705759 2441881
632881,1056667 1119495 437245 1330328 931519
633258,2512859 35677 2097556 2198329 1830993
633556,823512 288342 2734883 1477734 2750191
634240,2778525 1244196 1386412 657183 2791339
634414,636889 1074013 1835742 415358 1728166
634521,1636910 79531 2037477 1140869 830073
634553,2435845 636889 1867675 1830993 1140869
635116,2778525 1244196 1386412 657183 2791339
635390,1171271 2770160 2778525 1244196 1386412
635420,43306 2635038 499178 931519 2413494
635948,625711 2037477 2512859 1876513 1717731
636177,2590469 882543 2825431 291669 2106311
636455,1876513 687732 43306 335428 16356
636547,1876513 1867675 687732 1794685 335428
636603,291669 18872 2086041 2590469 2825431
636679,2660436 1830993 2205815 1140869 1325341
637388,2778525 1244196 1386412 657183 2791339
